Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,11.8091175697612,11.9516315549822,12.7796868460389,12.559668731327,12.6598998056575,12.4167917765268,13.2318961386697,14.069858615406,14.1290919801571,15.0249160087122,15.4325008374087,15.4249318091975,14.6400841303923,15.2209752959341,15.3084102043407,14.9805731533736,15.7469578022492,15.7961677816625,16.5198629151204,15.4528816707784,15.1279662115251,15.3177685052872,15.7014518027962,15.5765862783534,15.5965188136344,16.5018003932063,16.5142732084031,16.9356958473625,17.1902976857233,17.2006098261369,16.7333674341936,17.3704517744283,16.9019589452838,17.0265153472381,17.1697114460549,17.6513983061083,17.8652600395629,18.1608756564953,18.2001819589981,17.7408450531619,17.5388777559057,17.0729046803908,16.0980528948105,15.3911090819668,15.3397835782213,15.5392204599852
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,6.95365191197046,7.448516814438,7.93086698527507,7.56269727826075,7.1768448547237,7.72125001239174,7.42806328393075,7.60137180396718,8.15884640220944,6.92847899968117,7.41616061389589,7.11212494091738,6.87437327341902,7.21427866724751,7.23076635313884,7.14430485162476,7.62341981462749,7.03203069825559,7.10244899742991,7.52709677839499,7.95875493285463,7.24073473457566,7.23786039650462,7.2040507714225,7.5385863453694,7.9573591814165,7.88115610850898,7.99893290395421,7.75948322415358,7.7719711726771,8.1914020043786,8.29140244126515,8.84757080132386,8.82785011587175,8.97159019712247,8.68561048907553,8.36840284361846,8.26909668646118,7.52622282512615,8.07858558548648,7.75337809294318,7.393167086418,7.37393740411799,6.89217966113277,7.08859223258845,7.03333570647299
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.61863709021945,6.46458585723816,5.5253585625905,4.33741444372154,4.02647275537808,3.80302274104551,4.0029756097561,3.57983539507062,3.66627102850185,3.54710548377552,3.62394434620868,3.71816992749663,3.86322963943899,4.09180192686952,4.6162998626916,3.55534009998485,4.05138348129721,3.56566821757272,3.38822587905988,3.62459302118961,3.80791453415871,3.76949242104617,3.92079237099137,3.89640608617728,3.85534718233965
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,38.7178717457689,36.491459863043,43.3736178980481,39.9146769662921,43.6982095968152,33.5128013726679,49.3023881157376,32.7972979680164,33.6464482678266,37.942708852705,13.010913684367,10.2756739817607,8.96043254962592,8.07010172970951,6.44051871872043,5.90667191036621,5.84860505362333,6.22402010903169,7.73508836743693,7.18449943994099,7.06683703181512,6.96102680534829,6.49340204892481,6.34107074237074,6.21671829940325,6.09492284613597,5.32137264318376,6.57442093345767,6.64659493576185,6.54533620085153,6.17996946645606,6.26939478645258,6.2770040462557,6.18652593024641,5.6326991094598,5.37256104376301,5.32569230176443,6.87133708293447,4.59418656537111,6.72565376878476,5.00726409086232,5.2445652173913,7.82001971849399,6.34197980212231,5.38967841242524,4.72527789464214
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,13.7983541522931,16.0662782832581,23.0558642658239,21.4566176149513,21.5857216284052,23.1713996729538,24.6381759709739,24.0103687170181,23.7264577784649,21.9171436669186,22.788877900139,25.4918020468973,20.7558707945941,22.6111780956474,24.3051489170966,25.4037118206146,25.4583013156752,26.1467998572651,24.3990525622185,25.0588549616781,23.3000098085374,20.8416799532008,27.3070830458216,26.9095132127449,26.2877875880127,26.9955725755444,29.1113440045989,29.9896904024768,28.3086839653691,28.3158780098434,20.2131977148428,21.613544792463,21.5770147475048,21.6349482553347,22.3567384644453,20.3395303510577,25.9152568878455,26.7069899635847,23.8107640353868,23.5855189143014,22.5703293272861,21.1961893713801,23.8837736658279,23.4773631719776,23.977086432856,22.2289809656535
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,0.352141857963466,0.0526721480845869,0.0673356049518662,0.0678004888203152,0.0695023988778857,0.0777388402487281,0.0791166818106778,0.0797553936093758,0.0857520042972282,0.0959117255031175,0.0970033270547601,0.102453200072006,0.0956099773984954,0.103187683668304,0.112760305461021,0.123010375103221,0.123994991050752,0.13796111170239,0.133612955900103,0.137265537545881,0.140256964434943,0.143102499984627,0.146247154943978,0.156291441611409,0.183461551118421,0.184269583768225,0.194915271869063,0.19210358842842,0.205333825876709,0.216415810969218,0.250764528344668,0.253743015278768,0.260732324698297,0.275079009284657,0.284106739497943,0.309163115289841,0.312205696135274,0.343895204356781,0.373296972960668,0.408083791454987,0.423609215544876,0.448127943477783,0.454664316507306,0.477335997184109,0.518850858828864,0.533298791093343
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,2.01606037635259,2.08011510672215,1.97629891100881,2.00854302578441,2.30906261933586,2.14762322130356,2.37163218002949,2.52084907055471,2.39262226925694,2.67331236083267,2.70720258351823,2.54009335568832,2.69137086518988,2.92789347820131,3.30549864787347,3.56563609703353,3.65251783783365,3.65316611127629,3.80866835668976,4.10355029585799,4.59241327962429,3.71043722373957,4.16903522135565,2.79635173447392,3.03337030700682,3.08960153380091,3.32261071565736,4.08448926248255,4.29815012701007,4.24078964329779,4.36002935779817,4.39892475084575,4.57156917423969,4.6489552607489,4.83053527936509,4.90295411871975,4.88143882310728,5.78973802090403,5.73979737036826,5.23799582463466,5.4035662415588,5.18317589002467,5.0949186763092,4.40310366014219,4.39540312066283,4.46512897311369
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.55693157791699,7.49767018263502,6.36122489488609,5.9616628408868,5.92169970472441,5.88670030641495,5.77018055417618,5.59628006635857,5.38974529064763,5.31404901159273,5.31192965661918,5.46414591207757,5.97715799947914,6.12247158630845,6.46244665756856,6.33031403877835,6.62316355451861,6.43968426694044,6.64269666046859,6.76251734899356,6.65325767513217,6.66111187231519,6.62842040079958,6.14141088532982,6.13370756764118
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,12.5634251757595,13.4726952569298,14.2554864028118,13.8369655455829,12.4583038966604,13.2416797859736,12.8754387174913,13.8070579358738,14.2392338152602,13.7232962736892,12.5795550696816,11.9266847823165,10.3120794235109,10.6969663854393,10.5974402503959,10.4315417139407,10.4471727823271,10.135143850569,10.813514942144,10.6396716729644,11.090999877455,11.1464825142621,10.6750345456754,11.1051094037597,11.0811520506794,11.6238342474975,11.3288520215357,11.6019145530416,11.1730267457259,11.2296676990611,11.1337155145009,10.3854951012723,10.882114174905,10.6612902219787,10.3585425443071,10.1635544055067,9.75547549808483,9.75232720007791,9.19798929152272,10.1196352357735,9.0566554668379,8.56518982919856,8.73719033636823,8.34713437535379,8.81183580629608,8.55051325420587
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,1.14600177894593,1.24011797090051,1.13446873018083,1.17293061299093,1.32084646555606,1.3024040489245,1.44550292359241,1.55688842514302,1.47920455751743,1.32277062883702,1.24249488364528,1.13761716171617,1.10606332866989,1.07485016869664,1.15621418739882,1.21103038309115,1.30423359339146,1.39283240610407,1.63893627806332,1.66191242961952,2.12965656523377,1.83044297153208,1.91122951898068,1.85459143197144,1.82496871421462,1.44164669761869,1.7542287210037,1.6085848056844,1.45766733057727,1.60134241756464,1.75397450825874,1.6491702810449,1.60603507469611,1.41903552932326,1.48592318534179,1.52304439310882,1.59421453055765,1.42223040645584,1.86464540528515,1.67165637094373,1.82108001223364,1.41038461538462,1.48498040293305,1.40094123373499,1.60524529483311,1.54284744842562
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,0.0985563258674744,0.127712647692658,0.122481633439585,0.127701407913379,0.135891141795284,0.0777841479959357,0.0865100559526469,0.103019122356863,0.101339606237457,0.139097134509768,0.112310111074812,0.125105341173008,0.112552905989655,0.120856597316361,0.173986403181862,0.155688061271798,0.118857274649783,0.118496584098961,0.130855167285752,0.14215759136896,0.159512216625346,0.168501161802115,0.205206742846442,0.221397671073217,0.22478045258382,0.207591275657959,0.193809927631944,0.187593089309325,0.234411618796722,0.232860968567938,0.256497595712598,0.285000234394469,0.313037269190904,0.323642155539533,0.299985405071894,0.471266951502495,0.531738861022381,0.507237101498335,0.52106306880001,0.553283259010318,0.534885417030007,0.49374525143156,0.503981273391768,0.522592064697796,0.57349144549824,0.595647727336485
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,4.23115384615385,4.66832103321033,7.90654275092937,8.30911985018727,8.64858490566038,8.82285714285714,8.51513108614232,7.9360447761194,8.58814126394052,7.98194622279129,7.06089009990917,7.1423470215874,8.06438405149294,7.86393846481045,7.92718548982389,7.34908159353107,9.88871026292589,11.0612713592815,13.2742645434306,8.46810841789435,9.13317293844564,7.88534857923031,9.15038193855033,8.96350303438975,8.89959160445888,8.78191887442,8.66788435790204,8.54427908045223,8.37692747001713,8.36199116976372,8.44822731345194,8.85974059003052,8.85986577181208,9.14736429243803,9.0883343205412,10.1161756272957,11.2460393293059,9.94375928791384,7.262934974709,9.34712241262822,6.87235920946658,5.65912528164449,7.84161782126429,9.96436795725997,8.54398577494367,9.48646094742386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.0119463765046994,0.0115741032989508,0.0112146846003756,0.0108656681037676,0.0105253791662361,0.0101938981166169,0.0197454149929461,0.0286988098902762,0.0556737812978403,0.0540755760368664,0.0613927880395397,0.076941907146554,0.0666997103373638,0.113711470820154,0.134274316878686,0.114906871224086,0.207714965446924,0.215900616242101,0.119382433992941,0.241793581058168,0.349805099582517,0.40476431014226,0.344257185559035,0.39986313139574,0.466417268340129,0.555334139787429,0.711188325729687,0.675732710581756,0.666287695909712,0.670087864898201,0.637855344244914,0.678613287274073,0.601588942388096,0.482186548531265,0.610470466551263,0.596840632177789,0.590138612312672,0.627898804817655,0.573033790686738,0.711464428310306,1.05784237081313,1.19169934277199,1.2959275623101,1.44322695311631,1.46604229291802,1.71227445300655
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,0.668293050238556,0.762785244287639,0.722531683021227,0.718814878830847,0.811643455587304,0.895692267617048,0.857088372939942,0.940601380109296,0.867338078605834,0.836585193196695,0.841265269182756,0.74798829446825,0.723163222823586,0.667484621637188,0.667594741288074,0.598657818114383,0.62550655139022,0.654790380760061,0.743099024492216,0.838648580695666,0.856676355100719,0.929434346424761,1.07058739068899,1.15655877965279,1.29219696108989,1.26330154242038,1.37856830234566,1.35733276553427,1.26480955826198,1.31464230629973,1.0047646713639,1.18908454417537,1.24555304995395,1.22556281872864,1.31986970535855,1.602553194388,1.29018148256216,1.3617170847077,1.40339588707125,1.51152689083742,1.59599416584075,1.81341602879103,1.81639072634101,1.89882928313662,1.84670253998949,1.95851434392516
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.55554723601901,3.08989302850228,0.820680122869821,0.895429675768141,1.13095280155668,2.24668247650606,2.83690598893458,2.77227587879746,3.67562599035609,3.55811617696868,3.80415743311343,3.85105017764999,4.14708142035187,4.30359854153592,4.66479472165684,4.6914541512592,5.36824113123427,5.54181627211158,5.74176083370755,6.52436389956776,6.17444185419471,6.18791143805194,5.57826503746011,5.41491199089276,6.451938373436
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,..,0.0329819575111079,0.0744123888264011,0.123137711413828,0.25226376027679,0.771519742746231,0.975693572625102,0.99993032756854,1.08940727682571,1.09862808341538,1.08385246042596,1.14251590289498,1.03443024504834,1.01323975533211,1.08338771594885,0.960532628586705,1.07320076265947,1.08476026755173,1.14917507979211,2.10030417577225,1.98788303292866,2.03848619123262,2.28547004881675,2.11470309101648,2.07414302186126,1.83261050155177,1.81871106999692,2.12225730792271,1.96300358202133,2.30061387399032,2.29915840537703,2.33403553356071,2.20730651211544,2.20785125347842,2.27674342079665,2.25304100205457,2.2563639087818,2.35260557965253,1.98977424087457,2.29936616333812,2.00143693416996,2.49195141479669,2.74864632665806,3.28317726492305,2.56084595957214,2.93537378746856
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.05285790577467,1.14523768888097,1.29536175011696,1.37008801522905,1.40990572274033,1.41318072170947,1.44950777667735,1.53686278663314,1.59759917360949,1.55012118289981,1.39035226474718,1.36109838586465,1.28724347033247,1.27513316456314,1.33986354961719,1.44004763429025,1.47297777194698,1.4576852874759,1.46263196626676,1.4018957697311,1.44631375349855,1.43074430222655,1.47108700887614,1.51884768744704,1.59454172220923,1.7299968214258,1.79743463630914,1.83931792661612,1.85802904995643,1.87644130676787,1.90429563967604,1.85068207469948,1.76900557081679,1.83594643060426,1.8659770576239,1.84765454216193,1.91033417515363,2.01859347637953,1.8936200243495,2.14473639509072,2.22471194448911,2.35854836426703,2.50540878760348,2.63128988524501,2.46678804837845,2.24239344567735
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,2.19646600778676,2.15536833855799,2.47007313317937,2.43031622798712,2.39919618655949,2.37214675168654,2.68448023426061,2.65604345857854,2.61508290247816,2.5558459661962,3.72095383054287,2.99371377255286,3.16319008782936,3.02784867137067,3.41580682143881,3.75486381322957,4.04614785487116,4.08604679955429,3.91448226782114,3.77414374749843,4.07308674886149,4.57430306974726,4.68476525071862,5.19078326517773,5.69616320613059,6.01702389498513,5.96714975845411,6.10519146359921,6.0426944971537,6.13844714686623,6.20773881499395,6.42145865871551,6.76818014027316,7.22432166203994,7.77612844592548,7.63226907546934,7.466642711702,7.30674023834157,7.05218388254004,7.12448729941714,7.1218969596384,7.03961605584642,6.99154158144694,7.33678291765842,7.29576015367728,7.2453074433657
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,55.4086724502657,66.6154539437552,67.2105553759966,52.7802827073875,43.8108782002896,35.8237910346591,36.6040958366244,52.6560194255125,39.6598313468796,35.5013126744,7.35156308587598,10.1611481813991,12.760736717026,8.79037928268592,11.567153339957,9.95694952688219,13.9694944077992,23.390996055711,25.2430902973856,23.9391583984292,19.9459674692912,19.0384312064609,17.6397591601847,16.2159099546042,16.118735569512,15.9862912068071,16.2216067547554,16.5112895746121,11.9831458263082,14.1434274308526,13.2538010904792,12.625793726318,12.9951173671712,13.9055707183258,13.7092935357176,13.1324004829,22.4441347859133,24.0361735381015,20.4790964454841,21.1068144275253,24.6274918209343,24.2267631438461,19.295180022798,22.0949437365931,17.0487434533522,18.2563839923773
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,7.53255267592467,7.71565670110305,7.98355022122228,8.21095803598331,8.37787747877417,8.34794617266985,8.62876646248721,9.23652954743073,8.96813200633587,8.74423866745434,9.03643153048149,10.1072753140273,10.108336620156,9.74996147055374,9.99278347627662,10.217299937677,10.2141340013258,9.71884349134872,9.77126186722229,8.5430107903053,6.66675756487184,6.34713736176495,8.0097963802801,6.4145207886076,6.90032639520956,6.76324103837626,6.20984958255876,5.93432529315886,5.35671807648237,5.32803434248386,5.80006647403679,5.69526694679362,6.08437008501379,6.06489180832618,6.25628204411767,6.44533327228891,6.92543528202448,6.77208754122923,5.73119372396296,5.9649002061902,6.71637861020902,6.14053733098564,5.4506959628306,5.85943304053828,6.23257956160714,5.85150106161461
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.0262689134272207,0.0276984048370752,0.0284432144902869,0.0339984447125442,0.0357491902325842,0.0333149135078419,0.0389683595785861,0.0533417018600577,0.0610098901981757,0.063420190087915,0.0797954520726798,0.080427282906239,0.0809238098027423,0.0618369453537677,0.061686818953696,0.0605718742899423,0.0635187178296804,0.066263378371182,0.0957371731328257,0.066173050745236,0.0692874231885583,0.0678408447869785,0.0656433996798317,0.0657450429823478,0.0621471339891325,0.0682298658648217,0.0756398219087893,0.0785638329490285,0.0825527504451283,0.0897168507561461,0.0835042685025443,0.0817334927723682,0.0851940172684745,0.0847059710132382,0.0838753443059232,0.0983758540639009,0.111924126409861,0.121819571162837,0.125211460886126,0.1348816873229,0.136812099009875,0.16286717365731,0.171614339203791,0.16827397585252,0.183849877287497,0.183287285069519
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0207762216228512,0.0205453395359678,0.0203432556864864,0.0251410214535802,0.0208077538315212,0.0233389049903855,0.0256869666060873,0.025998755211728,0.0271546891638449,0.0352825320677036,0.0369577547978212,0.0360024969609957,0.0456588089514852,0.047612009513746,0.0486274313347311,0.048025443531612,0.0496019802917684,0.0439867061298609,0.0504404596963032,0.0384299783947547,0.0428316567012751,0.0380530343070566,0.0392121286231775,0.0397845927939587,0.0398118069303995,0.039936892245043,0.0407302687136666,0.040312585986528,0.040373064263608,0.0425401297502332,0.0314689424408229,0.0317247039242924,0.0233527867521841,0.0277659175738496,0.0209120007951269,0.0245821124998669,0.0237868111959303,0.0234656173402697,0.0227067800251213,0.0355050865634454,0.0474830008820766,0.0420400718668465,0.0430494296346788,0.0391124932537082,0.0397016544242488,0.0472010959574935
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.135159541334788,0.188851653344026,0.229975504301504,0.244258594530585,0.284950434232387,0.270286207074467,0.295146980811093,0.756838080340655,0.891416723268866,0.426324745373388,0.114325006841556,0.124620226063197,0.122139692902108,0.27550173778974,0.270602994115722,0.185309649543927,0.25121522101297,0.225144744678369,0.243596363295982,0.282118656606007,0.285963088120614,0.298920330450279,0.300530251083859,0.302005541873557,0.313269511551087,0.361570336735494,0.362836696276397,0.382243996567389,0.436078315717371,0.505275720010836,0.538634730978704,0.620892604373847,0.68461316204743,0.722772038710779,0.950344684600632,1.00825500351685,1.06522544520692,0.97615432928072,1.07748561142949,1.13139038757424,1.23493753708485,1.00160519362277,0.974526524773912,0.948113817341959,0.94340467619387,1.02178308788921
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.0349255362344945,0.0160698734927475,0.017229279021559,0.00973539478393105,0.00974689568549024,0.00990454150372926,0.010191713722627,0.00737904909472329,0.00433298140906381,0.0427302187528571,0.0445482690200237,0.0487534251346245,0.0511436755133928,0.0551439455102027,0.054185936787092,0.0543535701585326,0.0532286698278939,0.0534667739540194,0.0518954857792831,0.140541960607189,0.140532886281301,0.140219406104954,0.139019468277809,0.143226930211277,0.145563148675439,0.147242030509745,0.136312463491052,0.168168842261046,0.15949570511249,0.162605852505245,0.181496489273065,0.174678088868354,0.185116119016226,0.187188214352324,0.209134707022807,0.222560525679847,0.253313203647788,0.280759695052534,0.332001097802947,0.35818823812839,0.358846654828761,0.369169715625785,0.372890469876481,0.437653585193574,0.555905458747502,0.629141866131753
